sub_type,sub_type_cn,a_share_keywords,rank,code,name,market_cap_cny,market_cap_100m_cny,latest_price,change_pct,industry_boards,concept_boards,business_note,mapping_type
mapped_pdd,跨境/平台电商,跨境/平台电商;603613;002315;300785;国联股份;焦点科技;值得买,2,002315,焦点科技,9394623009,93.9462,22.78,0.26,互联网,,跨境B2B电商,直接/较接近映射
mapped_pdd,跨境/平台电商,跨境/平台电商;603613;002315;300785;国联股份;焦点科技;值得买,3,300785,值得买,7105097832,71.051,35.73,-0.64,互联网,,电商导购/内容电商,直接/较接近映射
mapped_pep,零食/食品饮料,零食/食品饮料;603288;600887;000895;海天味业;伊利股份;双汇发展,1,603288,海天味业,200190931334,2001.9093,34.21,3.73,食品,,调味品龙头,直接/较接近映射
mapped_pep,零食/食品饮料,零食/食品饮料;603288;600887;000895;海天味业;伊利股份;双汇发展,2,600887,伊利股份,156173154868,1561.7315,24.69,1.73,乳制品,,乳制品龙头,直接/较接近映射
mapped_pep,零食/食品饮料,零食/食品饮料;603288;600887;000895;海天味业;伊利股份;双汇发展,3,000895,双汇发展,79583268063,795.8327,22.97,0.75,食品,,肉制品龙头,直接/较接近映射
mapped_pltr,数据分析/AI平台软件,数据分析/AI平台软件;002230;688111;300033;科大讯飞;金山办公;同花顺,1,300033,同花顺,178962739200,1789.6274,237.78,-1.74,软件服务,,金融数据与AI应用,直接/较接近映射
mapped_pltr,数据分析/AI平台软件,数据分析/AI平台软件;002230;688111;300033;科大讯飞;金山办公;同花顺,2,688111,金山办公,98797740580,987.9774,212.92,6.44,软件服务,,AI办公软件,直接/较接近映射
mapped_pltr,数据分析/AI平台软件,数据分析/AI平台软件;002230;688111;300033;科大讯飞;金山办公;同花顺,3,002230,科大讯飞,94665966534,946.6597,39.41,0.74,软件服务,,AI语音/大模型应用,直接/较接近映射
mapped_pypl,支付/数字金融,支付/数字金融;300059;300033;300773;东方财富;同花顺;拉卡拉,1,300059,东方财富,315811109505,3158.1111,19.96,-0.55,证券,,互联网券商与财富管理,直接/较接近映射
mapped_pypl,支付/数字金融,支付/数字金融;300059;300033;300773;东方财富;同花顺;拉卡拉,2,300033,同花顺,178962739200,1789.6274,237.78,-1.74,软件服务,,金融信息服务,直接/较接近映射
mapped_pypl,支付/数字金融,支付/数字金融;300059;300033;300773;东方财富;同花顺;拉卡拉,3,300773,拉卡拉,16179484060,161.7948,14.88,-3,软件服务,,第三方支付,直接/较接近映射
mapped_qcom,智能手机SoC/无线芯片,智能手机SoC/无线芯片;688099;688608;603986;晶晨股份;恒玄科技;兆易创新,1,603986,兆易创新,549834845808,5498.3485,783.52,1.76,半导体,,MCU/存储芯片,直接/较接近映射
mapped_qcom,智能手机SoC/无线芯片,智能手机SoC/无线芯片;688099;688608;603986;晶晨股份;恒玄科技;兆易创新,2,688099,晶晨股份,40410126723,404.1013,95.46,-1.7,半导体,,智能终端SoC,直接/较接近映射
mapped_qcom,智能手机SoC/无线芯片,智能手机SoC/无线芯片;688099;688608;603986;晶晨股份;恒玄科技;兆易创新,3,688608,恒玄科技,25888260807,258.8826,153,-3.17,半导体,,无线音频/AIoT芯片,直接/较接近映射
mapped_regn,创新药/生物技术,创新药/生物技术;600276;688235;603259;恒瑞医药;百济神州-U;药明康德,1,688235,百济神州,396653379062,3966.5338,257.33,10.87,生物制药,,肿瘤创新药研发与商业化,直接/较接近映射
mapped_regn,创新药/生物技术,创新药/生物技术;600276;688235;603259;恒瑞医药;百济神州-U;药明康德,2,603259,药明康德,375356650099,3753.5665,125.8,6.45,化学制药,,CXO与医药研发服务,直接/较接近映射
mapped_regn,创新药/生物技术,创新药/生物技术;600276;688235;603259;恒瑞医药;百济神州-U;药明康德,3,600276,恒瑞医药,352767173303,3527.6717,53.15,9.2,化学制药,,创新药与仿制药龙头,直接/较接近映射
mapped_rop,垂直软件/工业软件,垂直软件/工业软件;600845;688111;002410;宝信软件;金山办公;广联达,1,688111,金山办公,98797740580,987.9774,212.92,6.44,软件服务,,通用软件SaaS,直接/较接近映射
mapped_rop,垂直软件/工业软件,垂直软件/工业软件;600845;688111;002410;宝信软件;金山办公;广联达,2,600845,宝信软件,46869627847,468.6963,16.4,0.24,软件服务,,工业软件与工业互联网,直接/较接近映射
mapped_rop,垂直软件/工业软件,垂直软件/工业软件;600845;688111;002410;宝信软件;金山办公;广联达,3,002410,广联达,13380749170,133.8075,8.1,1,软件服务,,建筑垂直软件,直接/较接近映射
mapped_rost,折扣零售/服装零售,折扣零售/服装零售;600398;002563;002832;海澜之家;森马服饰;比音勒芬,1,600398,海澜之家,25934959598,259.3496,5.4,0.56,服饰,,服装零售,直接/较接近映射
mapped_rost,折扣零售/服装零售,折扣零售/服装零售;600398;002563;002832;海澜之家;森马服饰;比音勒芬,2,002563,森马服饰,13685978013,136.8598,5.08,0.4,服饰,,休闲服饰,直接/较接近映射
mapped_rost,折扣零售/服装零售,折扣零售/服装零售;600398;002563;002832;海澜之家;森马服饰;比音勒芬,3,002832,比音勒芬,11762273001,117.6227,20.61,3.05,服饰,,服饰品牌,直接/较接近映射
mapped_sbux,咖啡/连锁餐饮,咖啡/连锁餐饮;603288;600887;603711;海天味业;伊利股份;香飘飘,1,603288,海天味业,200190931334,2001.9093,34.21,3.73,食品,,调味品消费龙头，近似食品消费,近似映射
mapped_sbux,咖啡/连锁餐饮,咖啡/连锁餐饮;603288;600887;603711;海天味业;伊利股份;香飘飘,2,600887,伊利股份,156173154868,1561.7315,24.69,1.73,乳制品,,大众消费品,近似映射
mapped_sbux,咖啡/连锁餐饮,咖啡/连锁餐饮;603288;600887;603711;海天味业;伊利股份;香飘飘,3,603711,香飘飘,4702635999,47.0264,11.39,-0.09,软饮料,,饮品消费，近似映射,近似映射
mapped_shop,电商SaaS/商家服务,电商SaaS/商家服务;603613;002315;300785;国联股份;焦点科技;值得买,1,603613,国联股份,13178636600,131.7864,18.29,-2.09,互联网,,产业互联网/B2B平台,直接/较接近映射
mapped_shop,电商SaaS/商家服务,电商SaaS/商家服务;603613;002315;300785;国联股份;焦点科技;值得买,2,002315,焦点科技,9394623009,93.9462,22.78,0.26,互联网,,跨境B2B电商服务,直接/较接近映射
mapped_shop,电商SaaS/商家服务,电商SaaS/商家服务;603613;002315;300785;国联股份;焦点科技;值得买,3,300785,值得买,7105097832,71.051,35.73,-0.64,互联网,,电商导购/商家服务,直接/较接近映射
mapped_sndk,存储芯片/存储设备,存储芯片/存储设备;603986;301308;300223;兆易创新;江波龙;北京君正,1,603986,兆易创新,549834845808,5498.3485,783.52,1.76,半导体,,NOR Flash/MCU,直接/较接近映射
mapped_sndk,存储芯片/存储设备,存储芯片/存储设备;603986;301308;300223;兆易创新;江波龙;北京君正,2,301308,江波龙,291912094830,2919.1209,690,1.53,半导体,,存储模组,直接/较接近映射
mapped_sndk,存储芯片/存储设备,存储芯片/存储设备;603986;301308;300223;兆易创新;江波龙;北京君正,3,300223,北京君正,109849851033,1098.4985,227.12,-2.61,半导体,,存储芯片与处理器,直接/较接近映射
mapped_snps,EDA/电子设计自动化,EDA/电子设计自动化;301269;688206;301095;华大九天;概伦电子;广立微,1,301269,华大九天,59229069853,592.2907,108.59,-4.54,半导体,,国产EDA工具龙头,直接/较接近映射
mapped_snps,EDA/电子设计自动化,EDA/电子设计自动化;301269;688206;301095;华大九天;概伦电子;广立微,2,301095,广立微,19695642194,196.9564,98.34,-7.91,半导体,,EDA与晶圆级电性测试,直接/较接近映射
mapped_snps,EDA/电子设计自动化,EDA/电子设计自动化;301269;688206;301095;华大九天;概伦电子;广立微,3,688206,概伦电子,17725100701,177.251,40.6,0.52,半导体,,EDA与器件建模,直接/较接近映射
mapped_stx,存储芯片/存储设备,存储芯片/存储设备;603986;301308;300223;兆易创新;江波龙;北京君正,1,603986,兆易创新,549834845808,5498.3485,783.52,1.76,半导体,,NOR Flash/MCU,直接/较接近映射
mapped_stx,存储芯片/存储设备,存储芯片/存储设备;603986;301308;300223;兆易创新;江波龙;北京君正,2,301308,江波龙,291912094830,2919.1209,690,1.53,半导体,,存储模组,直接/较接近映射
mapped_stx,存储芯片/存储设备,存储芯片/存储设备;603986;301308;300223;兆易创新;江波龙;北京君正,3,300223,北京君正,109849851033,1098.4985,227.12,-2.61,半导体,,存储芯片与处理器,直接/较接近映射
mapped_tmus,通信运营商,通信运营商;600941;601728;600050;中国移动;中国电信;中国联通,1,600941,中国移动,1907571712036,19075.7171,87.99,1.35,电信运营,,移动通信运营商,直接/较接近映射
mapped_tmus,通信运营商,通信运营商;600941;601728;600050;中国移动;中国电信;中国联通,2,601728,中国电信,488648120653,4886.4812,5.34,0.38,电信运营,,固网/移动/云运营商,直接/较接近映射
mapped_tmus,通信运营商,通信运营商;600941;601728;600050;中国移动;中国电信;中国联通,3,600050,中国联通,126308278321,1263.0828,4.04,-0.25,电信运营,,通信运营商,直接/较接近映射
mapped_tri,信息服务/金融数据,信息服务/金融数据;300059;300033;600570;东方财富;同花顺;恒生电子,1,300059,东方财富,315811109505,3158.1111,19.96,-0.55,证券,,金融数据与互联网券商,直接/较接近映射
mapped_tri,信息服务/金融数据,信息服务/金融数据;300059;300033;600570;东方财富;同花顺;恒生电子,2,300033,同花顺,178962739200,1789.6274,237.78,-1.74,软件服务,,金融信息服务,直接/较接近映射
mapped_tri,信息服务/金融数据,信息服务/金融数据;300059;300033;600570;东方财富;同花顺;恒生电子,3,600570,恒生电子,38838719290,388.3872,20.51,-2.15,软件服务,,金融IT,直接/较接近映射
mapped_tsla,电动车整车/智能汽车,电动车整车/智能汽车;002594;601127;601633;比亚迪;赛力斯;长城汽车,1,002594,比亚迪,726822989882,7268.2299,79.72,1.94,汽车整车,,新能源汽车整车与电池,直接/较接近映射
mapped_tsla,电动车整车/智能汽车,电动车整车/智能汽车;002594;601127;601633;比亚迪;赛力斯;长城汽车,2,601633,长城汽车,132920095067,1329.201,15.54,2.91,汽车整车,,整车与新能源转型,直接/较接近映射
mapped_tsla,电动车整车/智能汽车,电动车整车/智能汽车;002594;601127;601633;比亚迪;赛力斯;长城汽车,3,601127,赛力斯,105947532931,1059.4753,60.82,1.71,汽车整车,,智能电动车整车,直接/较接近映射
mapped_ttwo,游戏软件,游戏软件;002555;002602;002558;三七互娱;世纪华通;巨人网络,1,002602,世纪华通,102526191099,1025.2619,13.91,1.76,互联网,,游戏与数字娱乐,直接/较接近映射
mapped_ttwo,游戏软件,游戏软件;002555;002602;002558;三七互娱;世纪华通;巨人网络,2,002558,巨人网络,51543240654,515.4324,27.12,-1.17,互联网,,游戏研发运营,直接/较接近映射
mapped_ttwo,游戏软件,游戏软件;002555;002602;002558;三七互娱;世纪华通;巨人网络,3,002555,三七互娱,41634313156,416.3431,18.82,2.23,互联网,,游戏研发发行,直接/较接近映射
mapped_txn,模拟芯片/混合信号芯片,模拟芯片/混合信号芯片;300661;688536;688052;圣邦股份;思瑞浦;纳芯微,1,300661,圣邦股份,85926074596,859.2607,126.99,-3.47,半导体,,模拟芯片设计,直接/较接近映射
mapped_txn,模拟芯片/混合信号芯片,模拟芯片/混合信号芯片;300661;688536;688052;圣邦股份;思瑞浦;纳芯微,2,688536,思瑞浦,45624281848,456.2428,330.43,-4.23,半导体,,高性能模拟芯片,直接/较接近映射
mapped_txn,模拟芯片/混合信号芯片,模拟芯片/混合信号芯片;300661;688536;688052;圣邦股份;思瑞浦;纳芯微,3,688052,纳芯微,41844635545,418.4464,257.31,-5.86,半导体,,传感器/信号链/汽车模拟芯片,直接/较接近映射
mapped_v,银行卡组织/支付网络,银行卡组织/支付网络;300773;000997;002152;拉卡拉;新大陆;广电运通,1,002152,广电运通,22822288833,228.2229,9.19,-0.76,IT设备,,金融机具/数字支付,近似映射
mapped_v,银行卡组织/支付网络,银行卡组织/支付网络;300773;000997;002152;拉卡拉;新大陆;广电运通,2,300773,拉卡拉,16179484060,161.7948,14.88,-3,软件服务,,支付服务,近似映射
mapped_v,银行卡组织/支付网络,银行卡组织/支付网络;300773;000997;002152;拉卡拉;新大陆;广电运通,3,000997,新 大 陆,15895506286,158.9551,15.69,-1.94,IT设备,,支付终端与商户服务,近似映射
mapped_vrsk,数据分析/AI平台软件,数据分析/AI平台软件;002230;688111;300033;科大讯飞;金山办公;同花顺,1,300033,同花顺,178962739200,1789.6274,237.78,-1.74,软件服务,,金融数据与AI应用,直接/较接近映射
mapped_vrsk,数据分析/AI平台软件,数据分析/AI平台软件;002230;688111;300033;科大讯飞;金山办公;同花顺,2,688111,金山办公,98797740580,987.9774,212.92,6.44,软件服务,,AI办公软件,直接/较接近映射
mapped_vrsk,数据分析/AI平台软件,数据分析/AI平台软件;002230;688111;300033;科大讯飞;金山办公;同花顺,3,002230,科大讯飞,94665966534,946.6597,39.41,0.74,软件服务,,AI语音/大模型应用,直接/较接近映射
mapped_vrtx,创新药/生物技术,创新药/生物技术;600276;688235;603259;恒瑞医药;百济神州-U;药明康德,1,688235,百济神州,396653379062,3966.5338,257.33,10.87,生物制药,,肿瘤创新药研发与商业化,直接/较接近映射
mapped_vrtx,创新药/生物技术,创新药/生物技术;600276;688235;603259;恒瑞医药;百济神州-U;药明康德,2,603259,药明康德,375356650099,3753.5665,125.8,6.45,化学制药,,CXO与医药研发服务,直接/较接近映射
mapped_vrtx,创新药/生物技术,创新药/生物技术;600276;688235;603259;恒瑞医药;百济神州-U;药明康德,3,600276,恒瑞医药,352767173303,3527.6717,53.15,9.2,化学制药,,创新药与仿制药龙头,直接/较接近映射
mapped_wbd,流媒体/长视频内容,流媒体/长视频内容;300413;300251;002739;芒果超媒;光线传媒;万达电影,1,300251,光线传媒,32122793330,321.2279,10.95,0.92,影视音像,,影视内容,直接/较接近映射
mapped_wbd,流媒体/长视频内容,流媒体/长视频内容;300413;300251;002739;芒果超媒;光线传媒;万达电影,2,300413,芒果超媒,27630546438,276.3055,14.77,2.93,影视音像,,长视频与内容平台,直接/较接近映射
mapped_wbd,流媒体/长视频内容,流媒体/长视频内容;300413;300251;002739;芒果超媒;光线传媒;万达电影,3,002739,儒意电影,19977426578,199.7743,9.46,6.65,影视音像,,院线与影视,直接/较接近映射
mapped_wday,企业服务/人力资源薪酬,企业服务/人力资源薪酬;600588;300662;603039;用友网络;科锐国际;泛微网络,1,600588,用友网络,30479616888,304.7962,8.92,1.94,软件服务,,企业管理软件/ERP,直接/较接近映射
mapped_wday,企业服务/人力资源薪酬,企业服务/人力资源薪酬;600588;300662;603039;用友网络;科锐国际;泛微网络,2,603039,泛微网络,10441272615,104.4127,33.94,4.27,软件服务,,协同办公/OA,直接/较接近映射
mapped_wday,企业服务/人力资源薪酬,企业服务/人力资源薪酬;600588;300662;603039;用友网络;科锐国际;泛微网络,3,300662,科锐国际,3389005502,33.8901,17.22,0.7,文教休闲,,人力资源服务,直接/较接近映射
mapped_wdc,存储芯片/存储设备,存储芯片/存储设备;603986;301308;300223;兆易创新;江波龙;北京君正,1,603986,兆易创新,549834845808,5498.3485,783.52,1.76,半导体,,NOR Flash/MCU,直接/较接近映射
mapped_wdc,存储芯片/存储设备,存储芯片/存储设备;603986;301308;300223;兆易创新;江波龙;北京君正,2,301308,江波龙,291912094830,2919.1209,690,1.53,半导体,,存储模组,直接/较接近映射
mapped_wdc,存储芯片/存储设备,存储芯片/存储设备;603986;301308;300223;兆易创新;江波龙;北京君正,3,300223,北京君正,109849851033,1098.4985,227.12,-2.61,半导体,,存储芯片与处理器,直接/较接近映射
mapped_wmt,会员制零售/仓储零售,会员制零售/仓储零售;601933;600415;600827;永辉超市;小商品城;百联股份,1,600415,小商品城,55054934629,550.5493,10.04,2.87,商品城,,商品交易市场与零售生态,近似映射
mapped_wmt,会员制零售/仓储零售,会员制零售/仓储零售;601933;600415;600827;永辉超市;小商品城;百联股份,2,601933,永辉超市,26150358893,261.5036,2.93,-3.3,超市连锁,,商超零售，近似映射,近似映射
mapped_wmt,会员制零售/仓储零售,会员制零售/仓储零售;601933;600415;600827;永辉超市;小商品城;百联股份,3,600827,百联股份,13755936182,137.5594,7.71,1.58,超市连锁,,综合零售,近似映射
mapped_xel,公用事业/电力运营,公用事业/电力运营;600900;601985;600025;长江电力;中国核电;华能水电,1,600900,长江电力,656482281320,6564.8228,26.83,0.68,水力发电,,水电运营，A股公用事业市值龙头,直接/较接近映射
mapped_xel,公用事业/电力运营,公用事业/电力运营;600900;601985;600025;长江电力;中国核电;华能水电,2,601985,中国核电,186551778811,1865.5178,9.07,1.57,新型电力,,核电运营,直接/较接近映射
mapped_xel,公用事业/电力运营,公用事业/电力运营;600900;601985;600025;长江电力;中国核电;华能水电,3,600025,XD华能水,166934604543,1669.346,8.96,1.7,水力发电,,水电运营,直接/较接近映射
mapped_xom,综合油气,综合油气;601857;600938;600028;中国石油;中国海油;中国石化,1,601857,中国石油,1638037751471,16380.3775,8.95,0.22,石油开采,,综合油气,直接/较接近映射
mapped_xom,综合油气,综合油气;601857;600938;600028;中国石油;中国海油;中国石化,2,600938,中国海油,1296141845144,12961.4185,27.27,-0.37,石油开采,,海上油气,直接/较接近映射
mapped_xom,综合油气,综合油气;601857;600938;600028;中国石油;中国海油;中国石化,3,600028,中国石化,553838855137,5538.3886,4.58,1.33,石油加工,,炼化销售,直接/较接近映射
mapped_zs,网络安全,网络安全;688561;300454;002439;奇安信-U;深信服;启明星辰,1,300454,深信服,38801474635,388.0147,89.91,0.68,软件服务,,安全与云计算基础设施,直接/较接近映射
mapped_zs,网络安全,网络安全;688561;300454;002439;奇安信-U;深信服;启明星辰,2,688561,奇安信-U,15391621476,153.9162,22.56,1.12,软件服务,,网络安全平台型公司,直接/较接近映射
mapped_zs,网络安全,网络安全;688561;300454;002439;奇安信-U;深信服;启明星辰,3,002439,启明星辰,14924450526,149.2445,12.32,-1.91,软件服务,,网络安全产品与服务,直接/较接近映射
mapped_asx,先进封装/封装测试,先进封装/封装测试;600584;002156;002185;长电科技;通富微电;华天科技,1,600584,长电科技,169063888574.0,1690.63888574,94.48,-6.35,半导体,,封装测试龙头，覆盖先进封装与系统级封装,直接/较接近映射
mapped_asx,先进封装/封装测试,先进封装/封装测试;600584;002156;002185;长电科技;通富微电;华天科技,2,002156,通富微电,103894684596.0,1038.94684596,68.46,-4.39,半导体,,集成电路封装测试服务商，具备高端封测产能,直接/较接近映射
mapped_asx,先进封装/封装测试,先进封装/封装测试;600584;002156;002185;长电科技;通富微电;华天科技,3,002185,华天科技,68794868851.0,687.94868851,20.7,-8.24,半导体,,封装测试企业，覆盖多类型 IC 封装与测试,直接/较接近映射
mapped_amkr,先进封装/封装测试,先进封装/封装测试;600584;002156;002185;长电科技;通富微电;华天科技,1,600584,长电科技,169063888574.0,1690.63888574,94.48,-6.35,半导体,,封装测试龙头，覆盖先进封装与系统级封装,直接/较接近映射
mapped_amkr,先进封装/封装测试,先进封装/封装测试;600584;002156;002185;长电科技;通富微电;华天科技,2,002156,通富微电,103894684596.0,1038.94684596,68.46,-4.39,半导体,,集成电路封装测试服务商，具备高端封测产能,直接/较接近映射
mapped_amkr,先进封装/封装测试,先进封装/封装测试;600584;002156;002185;长电科技;通富微电;华天科技,3,002185,华天科技,68794868851.0,687.94868851,20.7,-8.24,半导体,,封装测试企业，覆盖多类型 IC 封装与测试,直接/较接近映射
mapped_net,网络安全/SASE与边缘云,网络安全/SASE与边缘云;688561;300454;002439;奇安信-U;深信服;启明星辰,1,300454,深信服,38801474635.0,388.01474635,89.91,0.68,软件服务,,安全与云计算基础设施，SASE/安全访问近似映射,近似映射
mapped_net,网络安全/SASE与边缘云,网络安全/SASE与边缘云;688561;300454;002439;奇安信-U;深信服;启明星辰,2,688561,奇安信-U,15391621476.0,153.91621476,22.56,1.12,软件服务,,平台型网络安全公司，覆盖终端、边界、云和数据安全,近似映射
mapped_net,网络安全/SASE与边缘云,网络安全/SASE与边缘云;688561;300454;002439;奇安信-U;深信服;启明星辰,3,002439,启明星辰,14924450526.0,149.24450526,12.32,-1.91,软件服务,,网络安全产品与服务提供商,近似映射
